,text,unit
3026," A car accelerates from rest at a constant rate \(\alpha\) for some
time after which it decelerates at a constant rate \(\beta\) and comes
to rest. If total time elapsed is \(t\), then maximum velocity acquired
by car will be\\
(1) \(\frac{\left( \alpha^{2} - \beta^{2} \right)t}{\text{αβ}}\)\\
(2) \(\frac{\left( \alpha^{2} + \beta^{2} \right)t}{\text{αβ}}\)\\
(3) \(\frac{(\alpha + \beta)t}{\text{αβ}}\)\\
(4) \(\frac{\text{αβt}}{\alpha + \beta}\)

",Motion in 1D
3027," The velocity of train increases uniformly from \(20\text{\ }km/h\)
to \(60\text{\ }km/h\) in 4 hours. The distance travelled by the train
during this period is\\
(1) \(160\text{\ }\text{km}\)\\
(2) \(180\text{\ }\text{km}\)\\
(3) \(100\text{\ }\text{km}\)\\
(4) \(120\text{\ }\text{km}\)

",Motion in 1D
3028," A body starts from rest, what is the ratio of the distance travelled
by the body during the \(4^{\text{th}\text{~}}\) and
\(3^{\text{rd}\text{~}}\) second ?\\
(1) \(\frac{7}{5}\)\\
(2) \(\frac{5}{7}\)\\
(3) \(\frac{7}{3}\)\\
(4) \(\frac{3}{7}\)

",Motion in 1D
3029," A body dropped from top of a tower fall through \(40\text{\ }m\)
during the last two seconds of its fall. The height of tower is
\(\left( g = 10\text{\ }m/s^{2} \right)\)\\
(1) \(60\text{\ }m\)\\
(2) \(45\text{\ }m\)\\
(3) \(80\text{\ }m\)\\
(4) \(50\text{\ }m\)

",Motion in 1D
3030," What will be the ratio of the distance moved by a freely falling
body from rest in \(4^{\text{th}\text{~}}\) and
\(5^{\text{th}\text{~}}\) seconds of journey?\\
(1) \(4:5\)\\
(2) \(7:9\)\\
(3) \(16:25\)\\
(4) \(1:1\).

",Motion in 1D
3031," A car is moving along a straight road with a uniform acceleration.
It passes through two points \(P\) and \(Q\) separated by a distance
with velocity \(30\text{\ }km/h\) and \(40\text{\ }km/h\) respectively.
The velocity of the car midway between \(P\) and \(Q\) is\\
(1) \(33.3\text{\ }km/h\)\\
(2) \(20\sqrt{2}\text{\ }km/h\)\\
(3) \(25\sqrt{2}\text{\ }km/h\)\\
(4) \(35\text{\ }km/h\).

",Motion in 1D
3032," Preeti reached the metro station and found that the escalator was
not working. She walked up the stationary escalator in time \(t_{1}\).
On other days, if she remains stationary on the moving escalator, then
the escalator takes her up in time \(t_{2}\). The time taken by her to
walk up on the moving escalator will be\\
(1) \(\frac{t_{1}t_{2}}{t_{2} - t_{1}}\)\\
(2) \(\frac{t_{1}t_{2}}{t_{2} + t_{1}}\)\\
(3) \(t_{1} - t_{2}\)\\
(4) \(\frac{t_{1} + t_{2}}{2}\)


",Motion in 1D
3033," A bus is moving with a speed of \(10\text{\ }m{\text{\ }s}^{- 1}\)
on a straight road. A scooterist wishes to overtake the bus in
\(100\text{\ }s\). If the bus is at a distance of
\(1\text{\ }\text{km}\) from the scooterist, with what speed should the
scooterist chase the bus?\\
(1) \(40\text{\ }m{\text{\ }s}^{- 1}\)\\
(2) \(25\text{\ }m{\text{\ }s}^{- 1}\)\\
(3) \(10\text{\ }m{\text{\ }s}^{- 1}\)\\
(4) \(20\text{\ }m{\text{\ }s}^{- 1}\)


",Motion in 1D
3034," A train of 150 metre length is going towards north direction at a
speed of \(10\text{\ }m/s\). A parrot flies at the speed of
\(5\text{\ }m/s\) towards south direction parallel to the railways
track. The time taken by the parrot to cross the train is\\
(1) \(12\text{\ }s\)\\
(2) \(8\text{\ }s\)\\
(3) \(15\text{\ }s\)\\
(4) \(10\text{\ }s\)


",Motion in 1D
3035," Identify the vector quantity among the following.\\
(1) Distance\\
(2) Angular momentum\\
(3) Heat\\
(4) Energy

",Motion in 2D
3036," Six vectors, \(\overrightarrow{a}\) through \(\overrightarrow{f}\)
have the magnitudes and directions indicated in the figure. Which of the
following statements is true?\\
(1) \(\overrightarrow{b} + \overrightarrow{c} = \overrightarrow{f}\)\\
(2) \(\overrightarrow{d} + \overrightarrow{c} = \overrightarrow{f}\)\\
(3) \(\overrightarrow{d} + \overrightarrow{e} = \overrightarrow{f}\)\\
(4) \(\overrightarrow{b} + \overrightarrow{e} = \overrightarrow{f}\)

",Motion in 2D
3037," If a unit vector is represented by
\(0.5\widehat{i} - 0.8\widehat{j} + c\widehat{k}\) then the value of
\(c\) is\\
(1) \(\sqrt{0.01}\)\\
(2) \(\sqrt{0.11}\)\\
(3) 1\\
(4) \(\sqrt{0.39}\)

",Motion in 2D
3038," If the magnitude of sum of two vectors is equal to the magnitude of
difference of the two vectors, the angle between these vectors is\\
(1) \(45^{\circ}\)\\
(2) \(180^{\circ}\)\\
(3) \(0^{\circ}\)\\
(4) \(90^{\circ}\)

",Motion in 2D
3039," The vectors \(\overrightarrow{A}\) and \(\overrightarrow{B}\) are
such that
\(|\overrightarrow{A} + \overrightarrow{B}| = |\overrightarrow{A} - \overrightarrow{B}|\).
The angle between the two vectors is

(1) \(45^{\circ}\)

(2) \(90^{\circ}\)

(3) \(60^{\circ}\)

(4) \(75^{\circ}\)

",Motion in 2D
3040,"If
\(|\overrightarrow{A} + \overrightarrow{B}| = |\overrightarrow{A}| + |\overrightarrow{B}|\)
then angle between \(A\) and \(B\) will be\\
(1) \(90^{\circ}\)\\
(2) \(120^{\circ}\)\\
(3) \(0^{\circ}\)\\
(4) \(60^{\circ}\).

",Motion in 2D
3041," The magnitude of vectors \(\overrightarrow{A},\overrightarrow{B}\)
and \(\overrightarrow{C}\) are 3,4 and 5 units respectively. If
\(\overrightarrow{A} + \overrightarrow{B} = \overrightarrow{C}\), the
angle between \(\overrightarrow{A}\) and \(\overrightarrow{B}\) is\\
(1) \(\pi/2\)\\
(2) \(\cos^{- 1}(0.6)\)\\
(3) \(\tan^{- 1}(7/5)\)\\
(4) \(\pi/4\).

",Motion in 2D
3042," The \(x\) and \(y\) coordinates of the particle at any time are
\(x = 5t - 2t^{2}\) and \(y = 10t\) respectively, where \(x\) and \(y\)
are in metres and \(t\) in seconds. The acceleration of the particle at
\(t = 2\text{\ }s\) is\\
(1) \(5\text{\ }m{\text{\ }s}^{- 2}\)\\
(2) \(- 4\text{\ }m{\text{\ }s}^{- 2}\)\\
(3) \(- 8\text{\ }m{\text{\ }s}^{- 2}\)\\
(4) 0

",Motion in 2D
3043," The position vector of a particle \(\overrightarrow{R}\) as a
function of time is given by
\(\overrightarrow{R} = 4sin(2\text{πt})\widehat{i} + 4cos(2\text{πt})\widehat{j}\)
where \(R\) is in meters, \(t\) is in seconds and \(\widehat{i}\) and
\(\widehat{j}\) denote unit vectors along \(x\)-and \(y\)-directions,
respectively. Which one of the following statements is wrong for the
motion of particle?\\
(1) Magnitude of the velocity of particle is \(8\pi\) meter/second.\\
(2) Path of the particle is a circle of radius 4 meter.\\
(3) Acceleration vector is along \(- \overrightarrow{R}\).\\
(4) Magnitude of acceleration vector is \(\frac{v^{2}}{R}\), where \(v\)
is the velocity of particle.

",Motion in 2D
3044," A particle is moving such that its position coordinates \((x,y)\)
are \((2\text{\ }m,3\text{\ }m)\) at time
\(t = 0,(6\text{\ }m,7\text{\ }m)\) at time \(t = 2\text{\ }s\) and
\((13\text{\ }m,14\text{\ }m)\) at time \(= 5\text{\ }s\). Average
velocity vector \(\left( {\overrightarrow{v}}_{\text{av}} \right)\) from
\(t = 0\) to \(t = 5\text{\ }s\) is\\
(1) \(\frac{1}{5}(13\widehat{i} + 14\widehat{j})\)\\
(2) \(\frac{7}{3}(\widehat{i} + \widehat{j})\)\\
(3) \(2(\widehat{i} + \widehat{j})\)\\
(4) \(\frac{11}{5}(\widehat{i} + \widehat{j})\)


",Motion in 2D
3045," A body is moving with velocity \(30\text{\ }m/s\) towards east.
After 10 seconds its velocity becomes \(40\text{\ }m/s\) towards north.
The average acceleration of the body is


(1) \(1\text{\ }m/s^{2}\)\\
(2) \(7\text{\ }m/s^{2}\)\\
(3) \(\sqrt{7}\text{\ }m/s^{2}\)\\
(4) \(5\text{\ }m/s^{2}\)

",Motion in 2D
3046," A particle moves in \(x - y\) plane according to rule
\(x = asin\text{ωt}\) and \(y = acos\text{ωt}\). The particle follows

(1) an elliptical path

(2) a circular path\\
(3) a parabolic path\\
(4) a straight line path inclined equally to \(x\) and\\
\(y\)-axes

",Motion in 2D
3047," A particle starting from the origin \((0,0)\) moves in a straight
line in the \((x,y)\) plane. Its coordinates at a later time are
\((\sqrt{3},3)\). The path of the particle makes with the \(x\)-axis an
angle of\\
(1) \(45^{\circ}\)\\
(2) \(60^{\circ}\)\\
(3) \(0^{\circ}\)\\
(4) \(30^{\circ}\).

",Motion in 2D
3048," A bus is moving on a straight road towards north with a uniform
speed of \(50\text{\ }km/\) hour then it turns left through
\(90^{\circ}\). If the speed remains unchanged after turning, the
increase in the velocity of bus in the turning process is\\
(1) \(70.7\text{\ }km/hr\) along south-west direction\\
(2) zero\\
(3) \(50\text{\ }km/hr\) along west\\
(4) \(70.7\text{\ }km/hr\) along north-west direction

",Motion in 2D
3049," When an object is shot from the bottom of a long smooth inclined
plane kept at an angle \(60^{\circ}\) with horizontal, it can travel a
distance \(x_{1}\) along the plane. But when the inclination is
decreased to \(30^{\circ}\) and the same object is shot with the same
velocity, it can travel \(x_{2}\) distance. Then \(x_{1}:x_{2}\) will
be\\
(1) \(1:2\sqrt{3}\)\\
(2) \(1:\sqrt{2}\)\\
(3) \(\sqrt{2}:1\)\\
(4) \(1:\sqrt{3}\)

",Motion in 2D
3050," A particle has initial velocity \((2\widehat{i} + 3\widehat{j})\)
and acceleration \((0.3\widehat{i} + 0.2\widehat{j})\). The magnitude of
velocity after 10 seconds will be\\
(1) \(9\sqrt{2}\) units\\
(2) \(5\sqrt{2}\) units\\
(3) 5 units\\
(4) 9 units

",Motion in 2D
3051," A particle has initial velocity \((3\widehat{i} + 4\widehat{j})\)
and has acceleration \((0.4\widehat{i} + 0.3\widehat{j})\). Its speed
after \(10\text{\ }s\) is\\
(1) 7 units\\
(2) \(7\sqrt{2}\) units\\
(3) \(8.5\) units\\
(4) 10 units

",Motion in 2D
3052," A man is slipping on a frictionless inclined plane and a bag falls
down from the same height. Then the velocity of both is related as\\
\(\left( v_{m} = \right.\ \) velocity of man and \(v_{B} =\) velocity of
bag)\\
(1) \(v_{B} > v_{m}\)\\
(2) \(v_{B} < v_{m}\)\\
(3) \(v_{B} = v_{m}\)\\
(4) \(v_{B}\) and \(v_{m}\) can't be related.

",Motion in 2D
3053,"The speed of a swimmer in still water is \(20\text{\ }m/s\). The
speed of river water is \(10\text{\ }m/s\) and is flowing due east. If
he is standing on the south bank and wishes to cross the river along the
shortest path, the angle at which he should make his strokes w.r.t.
north is, given by\ldots{}\\
(1) \(45^{\circ}\) west\\
(2) \(30^{\circ}\) west\\
(3) \(0^{\circ}\)\\
(4) \(60^{\circ}\) west

",Motion in 2D
3054," Two boys are standing at the ends \(A\) and \(B\) of a ground where
\(\text{AB} = a\). The boy at \(B\) starts running in a direction
perpendicular to \(\text{AB}\) with velocity \(v_{1}\). The boy at \(A\)
starts running simultaneously with velocity \(v\) and catches the other
in a time \(t\), where \(t\) is\\
(1) \(\frac{a}{\sqrt{v^{2} + v_{1}^{2}}}\)\\
(2) \(\frac{a}{v + v_{1}}\)\\
(3) \(\frac{a}{v - v_{1}}\)\\
(4) \(\sqrt{\frac{a^{2}}{v^{2} - v_{1}^{2}}}\)

",Motion in 2D
3055," The width of river is \(1\text{\ }\text{km}\). The velocity of boat
is \(5\text{\ }km/hr\). The boat covered the width of river in shortest
time \(15\text{\ }\min\). Then the velocity of river stream is \(
\)(1) \(3\text{\ }km/hr\)\\
(2) \(4\text{\ }km/hr\)\\
(3) \(\sqrt{29}\text{\ }km/hr\)\\
(4) \(\sqrt{41}\text{\ }km/hr\)

",Motion in 2D
3056," A person aiming to reach exactly opposite point on the bank of a
stream is swimming with a speed of \(0.5\text{\ }m/s\) at an angle of
\(120^{\circ}\) with the direction of flow of water. The speed of water
in the stream, is\\
(1) \(0.25\text{\ }m/s\)\\
(2) \(0.5\text{\ }m/s\)\\
(3) \(1.0\text{\ }m/s\)\\
(4) \(0.433\text{\ }m/s\)

",Motion in 2D
3058," A boat is sent across a river with a velocity of
\(8\text{\ }\text{km}{\text{\ }h}^{- 1}\). If the resultant velocity of
boat is \(10\text{\ }\text{km}{\text{\ }h}^{- 1}\), then velocity of
river is

(1) \(12.8\text{\ }\text{km}{\text{\ }h}^{- 1}\)

(2) \(6\text{\ }\text{km}{\text{\ }h}^{- 1}\)

(3) \(8\text{\ }\text{km}{\text{\ }h}^{- 1}\)

(4) \(10\text{\ }\text{km}{\text{\ }h}^{- 1}\)


",Motion in 2D
3059," A projectile is fired from the surface of the earth with a velocity
of \(5\text{\ }m{\text{\ }s}^{- 1}\) and angle \(\theta\) with the
horizontal. Another projectile fired from another planet with a velocity
of \(3\text{\ }m{\text{\ }s}^{- 1}\) at the same angle follows a
trajectory which is identical with the trajectory of the projectile
fired from the earth. The value of the acceleration due to gravity on
the planet is \(\left( \right.\ \) in \(ms^{- 2}\) ) is (Given
\(g = 9.8\text{\ }m{\text{\ }s}^{- 2}\) )\\
(1) \(3.5\)\\
(2) \(5.9\)\\
(3) \(16.3\)\\
(4) \(110.8\)

",Motion in 2D
3061," The horizontal range and the maximum height of a projectile are
equal. The angle of projection of the projectile is\\
(1) \(\theta = \tan^{- 1}\left( \frac{1}{4} \right)\)\\
(2) \(\theta = \tan^{- 1}(4)\)\\
(3) \(\theta = \tan^{- 1}(2)\)\\
(4) \(\theta = 45^{\circ}\)

",Motion in 2D
3062," A missile is fired for maximum range with an initial velocity of
\(20\text{\ }m/s\). If \(= 10\text{\ }m/s^{2}\), the range of the
missile is\\
(1) \(40\text{\ }m\)\\
(2) \(50\text{\ }m\)\\
(3) \(60\text{\ }m\)\\
(4) \(20\text{\ }m\)

",Motion in 2D
3063," A projectile is fired at an angle of \(45^{\circ}\) with the
horizontal. Elevation angle of the projectile at its highest point as
seen from the point of projection, is\\
(1) \(45^{\circ}\)\\
(2) \(60^{\circ}\)\\
(3) \(\tan^{- 1}\left( \frac{1}{2} \right)\)\\
(4) \(\tan^{- 1}\left( \frac{\sqrt{3}}{2} \right)\)

",Motion in 2D
3064," The speed of a projectile at its maximum height is half of its
initial speed. The angle of projection is\\
(1) \(60^{\circ}\)\\
(2) \(15^{\circ}\)\\
(3) \(30^{\circ}\)\\
(4) \(45^{\circ}\)

",Motion in 2D
3065," A particle of mass \(m\) is projected with velocity \(v\) making an
angle of \(45^{\circ}\) with the horizontal. When the particle lands on
the level ground the magnitude of the change in its momentum will be\\
(1) \(\text{mv}\sqrt{2}\)\\
(2) zero\\
(3) \(2\text{mv}\)\\
(4) \(\text{mv}/\sqrt{2}\)

",Motion in 2D
3066," For angles of projection of a projectile at angle
\(\left( 45^{\circ} - \theta \right)\) and
\(\left( 45^{\circ} + \theta \right)\), the horizontal range described
by the projectile are in the ratio of

(1) \(2:1\)\\
(2) \(1:1\)\\
(3) \(2:3\)\\
(4) \(1:2\).

",Motion in 2D
3067," A particle \(A\) is dropped from a height and another particle \(B\)
is projected in horizontal direction with speed of \(5\text{\ }m/s\)
from the same height then correct statement is\\
(1) particle \(A\) will reach at ground first with respect to particle
\(B\)\\
(2) particle \(B\) will reach at ground first with respect to particle
\(A\)\\
(3) both particles will reach at ground simultaneously\\
(4) both particles will reach at ground with same speed.

",Motion in 2D
3068," Two projectiles of same mass and with same velocity are thrown at an
angle \(60^{\circ}\) and \(30^{\circ}\) with the horizontal, then which
will remain same\\
(1) time of flight\\
(2) range of projectile\\
(3) maximum height acquired\\
(4) all of them.

",Motion in 2D
3069," If a body \(A\) of mass \(M\) is thrown with velocity \(v\) at an
angle of \(30^{\circ}\) to the horizontal and another body \(B\) of the
same mass is thrown with the same speed at an angle of \(60^{\circ}\) to
the horizontal, the ratio of horizontal range of \(A\) to \(B\) will be

(1) \(1:3\)

(2) \(1:1\)

(3) \(1:\sqrt{3}\)

(4) \(\sqrt{3}:1\)


",Motion in 2D
3070," The maximum range of a gun of horizontal terrain is
\(16\text{\ }\text{km}\). If \(g = 10\text{\ }m{\text{\ }s}^{- 2}\),
then muzzle velocity of a shell must be\\
(1) \(160\text{\ }m{\text{\ }s}^{- 1}\)\\
(2) \(200\sqrt{2}\text{\ }m{\text{\ }s}^{- 1}\)\\
(3) \(400\text{\ }m{\text{\ }s}^{- 1}\)\\
(4) \(800\text{\ }m{\text{\ }s}^{- 1}\)

",Motion in 2D
3071," Two particles \(A\) and \(B\) are moving in uniform circular motion
in concentric circles of radii \(r_{A}\) and \(r_{B}\) with speed
\(v_{A}\) and \(v_{B}\) respectively. Their time period of rotation is
the same. The ratio of angular speed of \(A\) to that of \(B\) will be\\
(1) \(1:1\)\\
(2) \(r_{A}:r_{B}\)\\
(3) \(v_{A}:v_{B}\)\\
(4) \(r_{B}:r_{A}\)

",Motion in 2D
3072," A particle starting from rest, moves in a circle of radius ' \(r\).
It attains a velocity of \(V_{0}\text{\ }m/s\) in the \(n^{\text{th~}}\)
round. Its angular acceleration will be\\
(1) \(\frac{V_{0}}{n}rad/s^{2}\)\\
(2) \(\frac{V_{0}}{2\text{πn}r^{2}}rad/s^{2}\)\\
(3) \(\frac{V_{0}^{2}}{4\text{πn}r^{2}}rad/s^{2}\)\\
(4) \(\frac{V_{0}^{2}}{4\text{πnr}}rad/s^{2}\)

",Motion in 2D
3074," A particle moves in a circle of radius \(5\text{\ }\text{cm}\) with
constant speed and time period \(0.2\pi s\). The acceleration of the
particle is\\
(1) \(15\text{\ }m/s^{2}\)\\
(2) \(25\text{\ }m/s^{2}\)\\
(3) \(36\text{\ }m/s^{2}\)\\
(4) \(5\text{\ }m/s^{2}\)

",Motion in 2D
3075," A stone tied to the end of a string of \(1\text{\ }m\) long is
whirled in a horizontal circle with a constant speed. If the stone makes
22 revolutions in 44 seconds, what is the magnitude and direction of
acceleration of the stone?\\
(1) \(\pi^{2}\text{\ }m{\text{\ }s}^{- 2}\) and direction along the
radius towards the centre\\
(2) \(\pi^{2}\text{\ }m{\text{\ }s}^{- 2}\) and direction along the
radius away from the centre\\
(3) \(\pi^{2}\text{\ }m{\text{\ }s}^{- 2}\) and direction along the
tangent to the circle\\
(4) \(\pi^{2}/4\text{\ }m{\text{\ }s}^{- 2}\) and direction along the
radius towards the centre.

",Motion in 2D
3076," A particle moves along a circle of radius
\(\left( \frac{20}{\pi} \right)m\) with constant tangential
acceleration. If the velocity of the particle is \(80\text{\ }m/s\) at
the end of the second revolution after motion has begun, the tangential
acceleration is

(1) \(40\text{\ }m/s^{2}\)\\
(2) \(640\pi m/s^{2}\)\\
(3) \(160\pi m/s^{2}\)\\
(4) \(40\pi m/s^{2}\)

",Motion in 2D
3077," Two particles having mass \(M\) and \(m\) are moving in a circular
path having radius \(R\) and \(r\). If their time period are same then
the ratio of angular velocity will be\\
(1) \(\frac{r}{R}\)\\
(2) \(\frac{R}{r}\)\\
(3) 1\\
(4) \(\sqrt{\frac{R}{r}}\ \)

",Motion in 2D
3078," Two racing cars of masses \(m_{1}\) and \(m_{2}\) are moving in
circles of radii \(r_{1}\) and \(r_{2}\) respectively. Their speeds are
such that each makes a complete circle in the same time \(t\). The ratio
of the angular speeds of the first to the second car is\\
(1) \(r_{1}:r_{2}\)\\
(2) \(m_{1}:m_{2}\)\\
(3) \(1:1\)\\
(4) \(m_{1}m_{2}:r_{1}r_{2}\)

",Motion in 2D
3079," A body is whirled in a horizontal circle of radius
\(20\text{\ }\text{cm}\). It has an angular velocity of \(10rad/s\).
What is its linear velocity at any point on circular path?\\
(1) \(20\text{\ }m/s\)\\
(2) \(\sqrt{2}\text{\ }m/s\)\\
(3) \(10\text{\ }m/s\)\\
(4) \(2\text{\ }m/s\)

",Motion in 2D
3080," The angular speed of a flywheel making 120 revolutions/minute is\\
(1) \(4\pi rad/s\)\\
(2) \(4\pi^{2}rad/s\)\\
(3) \(\pi rad/s\)\\
(4) \(2\pi rad/s\)

",Motion in 2D
3081," An electric fan has blades of length \(30\text{\ }\text{cm}\)
measured from the axis of rotation. If the fan is rotating at
\(120rpm\), the acceleration of a point on the tip of the blade is\\
(1) \(1600\text{\ }m{\text{\ }s}^{- 2}\)\\
(2) \(47.4\text{\ }m{\text{\ }s}^{- 2}\)\\
(3) \(23.7\text{\ }m{\text{\ }s}^{- 2}\)\\
(4) \(50.55\text{\ }m{\text{\ }s}^{- 2}\)

",Motion in 2D
3082," The displacement of a particle executing simple harmonic motion is
given by \(y = A_{0} + Asin\omega t + Bcos\omega t\). Then the amplitude
of its oscillation is given by\\
(1) \(A + B\)\\
(2) \(A_{0} + \sqrt{A^{2} + B^{2}}\)\\
(3) \(\sqrt{A^{2} + B^{2}}\)\\
(4) \(\sqrt{A_{0}^{2} + (A + B)^{2}}\)

",Oscillations
3083," The distance covered by a particle undergoing SHM in one time period
is (amplitude \(= A\) )\\
(1) zero\\
(2) \(A\)\\
(3) \(2A\)\\
(4) \(4A\)

",Oscillations
3084," Out of the following functions representing motion of a particle,
which represents SHM ?\\
(1) \(y = sin\omega t - cos\omega t\) (2) \(y = \sin^{3}\omega t\)\\
(3) \(y = 5cos\left( \frac{3\pi}{4} - 3\omega t \right)\)\\
(4) \(y = 1 + \omega t + \omega^{2}t^{2}\)

(1) Only (1)\\
(2) Only (4) does not represent SHM\\
(3) Only (1) and (3)\\
(4) Only (1) and (2)

",Oscillations
3085," Two particles are oscillating along two close parallel straight lines
side by side, with the same frequency and amplitudes. They pass each
other, moving in opposite directions when their displacement is half of
the amplitude. The mean positions of the two particles lie on a straight
line perpendicular to the paths of the two particles. The phase
difference is\\
(1) \(\frac{\pi}{6}\)\\
(2) 0\\
(3) \(\frac{2\pi}{3}\)\\
(4) \(\pi\)

",Oscillations
3086," The displacement of a particle along the \(x\)-axis is given by
\(x = a\sin^{2}\omega t\). The motion of the particle corresponds to\\
(1) simple harmonic motion of frequency \(\omega/\pi\)\\
(2) simple harmonic motion of frequency \(3\omega/2\pi\)\\
(3) non simple harmonic motion\\
(4) simple harmonic motion of frequency \(\omega/2\pi\ \)

",Oscillations
3087," A particle executes simple harmonic oscillation with an amplitude
\(a\). The period of oscillation is \(T\). The minimum time taken by the
particle to travel half of the amplitude from the equilibrium position
is\\
(1) \(T/8\)\\
(2) \(T/12\)\\
(3) T/2\\
(4) T/4.

",Oscillations
3088," The circular motion of a particle with constant speed is\\
(1) periodic but not simple harmonic\\
(2) simple harmonic but not periodic\\
(3) period and simple harmonic\\
(4) neither periodic nor simple harmonic.

",Oscillations
3089," Two SHM's with same amplitude and time period, when acting together
in perpendicular directions with a phase difference of \(\pi/2\), give
rise to\\
(1) straight motion (2) elliptical motion\\
(3) circular motion\\
(4) none of these.

",Oscillations
3090," A simple harmonic oscillator has an amplitude \(A\) and time period
\(T\). The time required by it to travel from \(x = A\) to \(x = A/2\)
is\\
(1) T/6\\
(2) \(T/4\)\\
(3) \(T/3\)\\
(4) T/2

",Oscillations
3091," The composition of two simple harmonic motions of equal periods at
right angle to each other and with a phase difference of \(\pi\) results
in the displacement of the particle along\\
(1) circle\\
(2) figure of eight\\
(3) straight line\\
(4) ellipse

",Oscillations
3093," The phase difference between displacement and acceleration of a
particle in a simple harmonic motion is\\
~\\
(1) \(\pi\text{rad}\)\\
(2) \(3\pi/2rad\)\\
(3) \(\pi/2rad\)\\
(4) zero

",Oscillations
3094," Average velocity of a particle executing SHM in one complete
vibration is\\
(1) zero\\
(2) \(\frac{\text{Aω}}{2}\)\\
(3) \(\text{Aω}\)\\
(4) \(\frac{A\omega^{2}}{2}\)

",Oscillations
3095," A particle executes linear simple harmonic motion with an amplitude
of \(3\ \text{cm}\). When the particle is at \(2\ \text{cm}\) from the
mean position, the magnitude of its velocity is equal to that of its
acceleration. Then its time period in seconds is\\
(1) \(\frac{\sqrt{5}}{2\pi}\)\\
(2) \(\frac{4\pi}{\sqrt{5}}\)\\
(3) \(\frac{2\pi}{\sqrt{3}}\)\\
(4) \(\frac{\sqrt{5}}{\pi}\)

",Oscillations
3096," A particle is executing a simple harmonic motion. Its maximum
acceleration is \(\alpha\) and maximum velocity is \(\beta\). Then, its
time period of vibration will be\\
(1) \(\frac{\beta^{2}}{\alpha}\)\\
(2) \(\frac{2\pi\beta}{\alpha}\)\\
(3) \(\frac{\beta^{2}}{\alpha^{2}}\)\\
(4) \(\frac{\alpha}{\beta}\)

",Oscillations
3097," A particle is executing SHM along a straight line. Its velocities at
distances \(x_{1}\) and \(x_{2}\) from the mean position are \(V_{1}\)
and \(V_{2}\), respectively. Its time period is\\
(1) \(2\pi\sqrt{\frac{V_{1}^{2} + V_{2}^{2}}{x_{1}^{2} + x_{2}^{2}}}\)\\
(2) \(2\pi\sqrt{\frac{V_{1}^{2} - V_{2}^{2}}{x_{1}^{2} - x_{2}^{2}}}\)\\
(3) \(2\pi\sqrt{\frac{x_{1}^{2} + x_{2}^{2}}{V_{1}^{2} + V_{2}^{2}}}\)\\
(4) \(2\pi\sqrt{\frac{x_{2}^{2} - x_{1}^{2}}{V_{1}^{2} - V_{2}^{2}}}\)

",Oscillations
3099," A particle of mass \(m\) oscillates along \(x\)-axis according to
equation \(x = asin\omega t\). The nature of the graph between momentum
and displacement of the particle is\\
(1) Circle\\
(2) Hyperbola\\
(3) Ellipse\\
(4) Straight line passing through origin.

",Oscillations
3100," Two simple harmonic motions of angular frequency 100 and
\(1000rads^{- 1}\) have the same displacement amplitude. The ratio of
their maximum acceleration is\\
(1) \(1:10^{3}\)\\
(2) \(1:10^{4}(3)1:10\)

(4) \(1:10^{2}\)

",Oscillations
3101," A point performs simple harmonic oscillation of period \(T\) and the
equation of motion is given by \(x = asin(\omega t + \pi/6)\). After the
elapse of what fraction of the time period, the velocity of the point
will be equal to half of its maximum velocity?\\
(a) \(T/3\)\\
(b) \(T/12\)\\
(c) \(T/8\)\\
(d) \(T/6\)

",Oscillations
3102," The phase difference between the instantaneous velocity and
acceleration of a particle executing simple harmonic motion is\\
(1) \(\pi\)\\
(2) \(0.707\pi\)\\
(3) zero\\
(4) \(0.5\pi\)

",Oscillations
3103," A particle executing simple harmonic motion of amplitude
\(5\ \text{cm}\) has maximum speed of \(31.4\ cm/s\). The frequency of
its oscillation is\\
(1) \(4\ \text{Hz}\)\\
(2) \(3\ \text{Hz}\)\\
(3) \(2\ \text{Hz}\)\\
(4) \(1\ \text{Hz}\).

",Oscillations
3104," Which one of the following statements is true for the speed \(v\)
and the acceleration \(a\) of a particle executing simple harmonic
motion ?\\
(1) When \(v\) is maximum, \(a\) is maximum.\\
(2) Value of \(a\) is zero, whatever may be the value of \(v\).\\
(3) When \(v\) is zero, \(a\) is zero.\\
(4) When \(v\) is maximum, \(a\) is zero.

",Oscillations
3106," If a simple harmonic oscillator has got a displacement of
\(0.02\ m\) and acceleration equal to \(2.0\ m/s^{2}\) at any time, the
angular frequency of the oscillator is equal to\\
(1) \(10rad/s\)\\
(2) \(0.1rad/s\)\\
(3) \(100rad/s\)\\
(4) \(1rad/s\)

",Oscillations
3107," A body is executing simple harmonic motion. When the displacements
from the mean position is \(4\ \text{cm}\) and \(5\ \text{cm}\), the
corresponding velocities of the body is \(10\ cm/sec\) and
\(8\ cm/sec\). Then the time period of the body is\\
(1) \(2\pi sec\)\\
(2) \(\pi/2sec\)\\
(3) \(\pi\sec\)\\
(4) \(3\pi/2sec\)

",Oscillations
3108," Which one of the following equations of motion represents simple
harmonic motion?\\
(1) Acceleration \(= - k(x + a)\)\\
(2) Acceleration \(= k(x + a)\)\\
(3) Acceleration \(= kx\)\\
(4) Acceleration \(= - k_{0}x + k_{1}x^{2}\)\\
where \(k,k_{0},k_{1}\) and \(a\) are all positive.

",Oscillations
